"group","album","id","Selfdetermination","style","language","City","sex","region","Название.трека","audio","image","Ссылка.на.группу","listen","isaudio","aprize","year"
"Artem Bemba","Harvest","u19_26","","не визначено","укр","Львів","","","","","https://lh3.googleusercontent.com/VRsF5KCZnPyjajeTrRxu4W4VT2vdqS8m_fBhgdfdTGWYz-H6kfWjXvwKMlGSmi5J18SOSfRE3XuiANeyIA=w302-h302-l90-rj","","https://www.youtube.com/embed/mX12yaCrYWo?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Дев'ятий x Deltaplan","Грай","u19_27","","не визначено","укр","Рівне","","","","","https://lh3.googleusercontent.com/PGtbljmEJn927zaa4ExGPlPjsoDYas6e3PtzT5KANGVpAacaHj8J37-RHMnWZU6cDzr71DzyFDbwoj3J=w302-h302-l90-rj","","https://www.youtube.com/embed/TliotMN3xAQ?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Asyncronous","The Art of Fighting in a Dream","u19_28","","не визначено","-","Київ","","","","","https://i1.sndcdn.com/artworks-000469744416-zx1ifh-t500x500.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/556797174&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Paul Peter K","Live Sick Session","u19_29","","не визначено","рос","Київ","","","","","https://lh3.googleusercontent.com/Ad3d0vriYDCmSlMnDGLR62pLd53EbC4GmCJLGTPPgKwzUS-_d4S5xuve9lkl4aYN19baJKYVyagHd227=w302-h302-l90-rj","","https://www.youtube.com/embed/DPEekaKgSuE?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Idealism Addict","Spring Nights","u19_30","","не визначено","eng","Київ","","","","","https://lh3.googleusercontent.com/Wvpmk4Uqxre9nDSlF3UHyUCUOKtGC82XqZXHBPXCdRPm6vTpNZoCYMHrpSc7mEXFniEUOALzE5M4hepa=w302-h302-l90-rj","","https://www.youtube.com/embed/PEtg5j9xUyA?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Banned society","i was stupid, now i'm not","u19_31","","не визначено","eng","Дніпро","","","","","https://lh3.googleusercontent.com/QQ1xHrH3ljaoAG_JoUnoK6CSeNoWD8YOD75sx8M_0LvugXVs47SUvZFD7pPlP5iWnJmvLOkY0XgeNkh2=w302-h302-l90-rj","","https://www.youtube.com/embed/vOzhl7lsBKc?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"KESAR","blind","u19_32","","не визначено","?","Київ","","","","","","","","","","2019"
"Unholy Triumphant","Ego Sum Ignis","u19_33","","не визначено","?","Житомир","","","","","img/covers19/a2492720571_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=2443887713/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=2000974704/transparent=true/","","","2019"
"Bejenec","Ruslan Tislenko","u19_34","","не визначено","-","Київ","","","","","img/covers19/a1_bejenec.png","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/616427715&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"Dépaysement","Isolation","u19_35","","не визначено","-","Київ","","","","","img/covers19/a1799396752_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3652586210/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=1959478524/transparent=true/","","","2019"
"Beyond the Pleasure","Party Metal","u19_36","","не визначено","eng","Київ","","","","","https://lh3.googleusercontent.com/yZb5XJ6Njyv83YlR03tEQxHQ40NDqg76dwQEokO417U-c1xQuPYXJdj_5kkNEGmCOVibPHONDJJwC_o=w302-h302-l90-rj","","https://www.youtube.com/embed/rcwBdrICnIQ?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Bezlad ","Kharkiv Hardcore Skins","u19_37","","не визначено","укр","Харків","","","","","","","","","","2019"
"Blake Maloka","Moi et Mes Amis","u19_38","","не визначено","eng","Київ","","","","","https://lh3.googleusercontent.com/fQgudpPNbeuEyVyxCwh9WSYtZ2UOfyrVDfKR9RwcqRRtgusn3PoocN7o8SlZU2g7n9Xuf2xQctxl5n_-=w302-h302-l90-rj","","https://www.youtube.com/embed/YLv0kAcirno?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"ЖГУТ!","Пара треков","u19_39","","не визначено","рос","-","","","","","https://lh3.googleusercontent.com/1p2lOhgFg7N2zyGWrdQLXRPoA5J2HgKGkCSZ9gAvp6Dh7eqxsl-Of7Qt8FOF7FIzt16YORGiaMIzfh8=w302-h302-l90-rj","","https://www.youtube.com/embed/1OQOKt_qFtg?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"The Orchestra Of Mirrored Reflections","Tunnel of Eclipse","u19_40","","не визначено","-","Дніпро","","","","","img/covers19/a2702991152_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=4170118368/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3345829284/transparent=true/","","","2019"
"Зачатые в Плацкарте","Ня Привет","u19_41","","не визначено","рос","Київ","","","","","https://i1.sndcdn.com/avatars-000744967834-a83geq-t500x500.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/733782583&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"BRAT","Томос","u19_42","","не визначено","укр","Львів","","","","","https://lh3.googleusercontent.com/kBTZ9zTKlIxpSDlUbuJW0oQHPTYfw78rFPkhfdWxN3vxT27onhNdxR2bkVUKyT4SHsdSTmUmPN-Nhae-rQ=w302-h302-l90-rj","","https://www.youtube.com/embed/fv8TbJ8zMd0?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"FUERTE","Сонный Паралич","u19_43","","не визначено","рос","Черкаси","","","","","img/covers19/a4273326095_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=1681257247/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3253530152/transparent=true/","","","2019"
"FUERTE","Эфирный Эон","u19_44","","не визначено","рос","Черкаси","","","","","img/covers19/a1654768313_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=2842109668/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3170352287/transparent=true/","","","2019"
"THEY DRINK CHAMPAGNE","811","u19_45","","не визначено","eng","Київ","","","","","img/covers19/fOnfJa_PeO0.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/694128778&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","","2019"
"KiteFlighter","Kiteflighter","u19_46","","не визначено","?","Харків","","","","","https://lh3.googleusercontent.com/CtUy9ErNxKoyN8x5KA6GobCColjNcVMvbxPqF3d8oiNsybeTCneguudyDZsQF-M_v2VXWSj_XG67Ju4=w302-h302-l90-rj","","https://www.youtube.com/embed/My1NSmlCZFc?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"NK","Xmas with NK","u19_47","","не визначено","укр","Київ","","","","","https://lh3.googleusercontent.com/w1e6dLSm823nmIITsXaYy8bnCmIwiPdONwEsg-Z52KJPv_b5PRP-t2Y0zqbpVwg1QC68g6MZjaZBHTezng=w302-h302-l90-rj","","https://www.youtube.com/embed/uMkGV9mEPeg?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"cat inside","Rewind","u19_48","","не визначено","eng","Севастополь","","","","","https://lh3.googleusercontent.com/eYUrm5q5jLdTNW7mWnAtU6zKoTXmUGp_asxvITnUuim_fN6Ie8Kx55AD5YfTxqKTKIogImyrUjIc3i6JOQ=w302-h302-l90-rj","","https://www.youtube.com/embed/UKZX2DIETUs?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Киевский гротеск","Холодный душ","u19_49","","не визначено","рос","Київ","","","","","https://lh3.googleusercontent.com/WdyplTwgCqP5RG3rkzTbu1vpQWVHbl-e_rEsJMe_Pdv3ytA15GMTb93i0Y3Y2vRi92K5jlMHtwb8xE_4=w302-h302-l90-rj","","https://www.youtube.com/embed/fIzhChGeI0E?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Климентово поле","Сяйво","u19_50","","не визначено","рос","Донецьк","","","","","img/covers19/a1291576525_10.jpg","","https://bandcamp.com/EmbeddedPlayer/album=2719812619/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=2875802276/transparent=true/","","","2019"
"STINX","Ти або я","u19_51","","не визначено","укр","Київ","","","","","https://lh3.googleusercontent.com/uenAmmeobdtkJusSKhBev2ObB9nlIy362LsS6P1DMHojccwFX_nOnfHayftKZrrJZKfZfAhuORUjhwE=w302-h302-l90-rj","","https://www.youtube.com/embed/rRVsrW58vbs?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"КОРРУПЦИЯ (МИША КРУПИН)","Журавли","u19_52","","не визначено","рос","Харків","","","","","https://lh3.googleusercontent.com/8a_TZjoD27DLH3RHGY7Bpy1J4tExbJz8aKfFk3KVXw3mjFIQUt1disYDJ-Weg3vkrFIKK7LgSzWoV0nf0g=w302-h302-l90-rj","","https://www.youtube.com/embed/XCUvQOLYiPY?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Tvar","S​/​T","u19_53","","не визначено","?","Харків","","","","","img/covers19/a4047145022_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=1422339460/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3443253752/transparent=true/","","","2019"
"Amphibian Man","Shapes (Side B)","u19_54","","не визначено","-","Київ","","","","","https://lh3.googleusercontent.com/qwfbcy6i1GPDGDKWM5yngPal8t1A0TZn8zOabnfVV0wawF0rSApPMV4r4HuccZJKXPKzLv4k7brjg6_Z=w302-h302-l90-rj","","https://www.youtube.com/embed/j2FYx7d0kKc?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Clasps","PERRLA","u19_55","","не визначено","-","-","","","","","https://lh3.googleusercontent.com/lY57GactheHD2Cr797_E1_nlBrNiib0_FVibEGIeHFd3tBlQJjvjlRLqyZykFEs3SBG2kA5MVDdXpoNyaA=w302-h302-l90-rj","","https://www.youtube.com/embed/bGIgO6fDWx8?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Dronny Darko та Ugasanie","Arctic Gates","u19_56","","не визначено","-","Київ, Eindhoven","","","","","https://lh3.googleusercontent.com/wE4CQdZmD252ypE7WysiqHMCsBiDjmf2x8BVY7NKhKD81dXE_elzRXgqkwhUjqIJalHVz8doyQtJBUrw=w302-h302-l90-rj","","https://www.youtube.com/embed/Z1Fx-hJ7L4Y?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Jonathan Livingston","Хто я?","u19_57","","не визначено","укр","Київ","","","","","https://lh3.googleusercontent.com/JN8b13DmXvHg1KoGjGY7Ttbj4hUCLmO7xg2aKnx67oK_5jxhCO5ceN9no6e0q40c_LcS-r4TAbZIjR_r=w302-h302-l90-rj","","https://www.youtube.com/embed/6na0I_QwO0E?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Ulmo Tree / Ульмо Три","Пісні для неї","u19_58","","не визначено","укр","Київ","","","","","https://lh3.googleusercontent.com/6ORvSrRAmYZ1jszzORn-bh1Kcrs3rJ78Tp91eA4j161mr3k92Jr07E9bKQsuqEoa9bHs4oYmDOJDSl8l=w302-h302-l90-rj","","https://www.youtube.com/embed/qcOGf2O1zUA?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Dakh Daughters","AIR","u19_59","","не визначено","укр","Київ","","","","","https://lh3.googleusercontent.com/qzGgRl4d-TW7DkWsMGIFNKRyRkr5RDsQiRcxxEulQGRs-mi6KSRId2ddP9easzuArA3oTuEQNhUuAUIjYQ=w302-h302-l90-rj","","https://www.youtube.com/embed/EIophkh0tMg?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"EERIE SPECIES","Types Monstruosus","u19_60","","не визначено","-","-","","","","","img/covers19/a1999917538_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=875397494/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3544364550/transparent=true/","","","2019"
"Kadaitcha","Southern Phlegm","u19_61","","не визначено","?","Нова Каховка","","","","","img/covers19/a4209467346_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=1144769707/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3231763191/transparent=true/","","","2019"
"Kadaitcha","Tar","u19_62","","не визначено","-","Нова Каховка","","","","","img/covers19/a0427605185_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3053601729/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3154949339/transparent=true/","","","2019"
"EMMX","Reach for the Sky","u19_63","","не визначено","-","Київ","","","","","https://lh3.googleusercontent.com/4yQVVvl8EHZPBoE4aA0rv0v0ZAjYZitUVqxpJjzjIt0rz77rjf_afeKYecaxhgAhNpPLfZp4wwf5Ow85=w302-h302-l90-rj","","https://www.youtube.com/embed/XeFhqLg-z-c?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Голос Країни","9","u19_64","","не визначено","укр","-","","","","","https://lh3.googleusercontent.com/AOgtJtJpax-4wH5AZlJAnb6HhpvQL-XXy7vNLmzBxMYKaQlncbB-9oPIgpDvvOFTuEMPRWO8Ug=w200-h300-rw","","https://play.google.com/store/music/artist?id=Aoj7mdxbgvizjfcgsslojbd3zle","","","2019"
"Karfagen","Echoes from Within Dragon Island","u19_65","","не визначено","-","Харків","","","","","https://lh3.googleusercontent.com/RIGtuJw8oNn08s2dWdLBIIPDFApU8PpJ4ckuLBDoTo_WtvPVUIJ8P_2dEnQJhVSRt9TbeuBUao01ZweL=w302-h302-l90-rj","","https://www.youtube.com/embed/aqtcLJJx0VI?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Karfagen","Echoes from Within Dragon Island","u19_66","","не визначено","-","Харків","","","","","","","","","","2019"
"Dead Way Enlightenment","STÖRUNG","u19_67","","не визначено","-","Київ","","","","","https://lh3.googleusercontent.com/_h9DoKlm6UzOX5_WccHL1Nelxmsb3fCnxOaeUxxuDmbTVehZJPJTJgErdMsM6RPUXqcZGB1YB1uWLmg=w302-h302-l90-rj","","https://www.youtube.com/embed/-ctpo35hetc?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Dead Way Enlightenment","Wrong Becomes Right for My Tired Eyes","u19_68","","не визначено","-","Київ","","","","","https://lh3.googleusercontent.com/UxpxNWnB6mWmXjNFlarhnqFG_i9h6RbtZSc6u53u-htPANTOewPTnA7NbSz2r3vyw-rVhXyIleU7h_gQUg=w302-h302-l90-rj","","https://www.youtube.com/embed/sRLpq74yraE?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"The Anchor Stones","Punto De Partida","u19_69","","не визначено","eng","Київ","","","","","https://lh3.googleusercontent.com/zJKqkxsIBEfRAFO57OWJRqRorc8nVhblbAw5d2V3RFNvQ7mlaYXBFACdKBKKRDS3FmIvTKTuALTakzmf=w302-h302-l90-rj","","https://www.youtube.com/embed/NfhLDn1jbdQ?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Këkht Aräkh","Night & Love","u19_70","","не визначено","?","Миколаїв","","","","","","","","","","2019"
"LEX Pun Intended","ReLEX","u19_71","","не визначено","eng","Austin","","","","","https://lh3.googleusercontent.com/RFDVPfgZ0LqlLAs2NqKgA_DIoxzzieatLQrrDZBpC0mApqr2xe13eGNctbAmt_2LBNRb_VBffOl6JH6g=w302-h302-l90-rj","","https://www.youtube.com/embed/2rWkjSFDn5k?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
"Etsykh","Demo 2019","u19_72","","не визначено","?","Київ","","","","","img/covers19/a0649815317_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3275191902/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=552487435/transparent=true/","","","2019"
"Bastard Disco","China Shipping","u19_73","","не визначено","eng","Warszawa","","","","","img/covers19/a2934209455_10.jpg","","https://bandcamp.com/EmbeddedPlayer/album=2004511786/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=474286027/transparent=true/","","","2019"
"Demian Feriy","Meltdown Hallucinations","u19_74","","не визначено","-","Київ","","","","","img/covers19/a2086974143_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3845395371/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=2562987253/transparent=true/","","","2019"
"Тонка","Так Треба","u19_75","","не визначено","укр","Київ","","","","","https://lh3.googleusercontent.com/wBOrho4x9Y6hp_I26VfHm_SEQfsIiomd6P5rEPEorekp0bMwI4SUUQ6hzXWIJg3LKmrYMx8rWnZdqFxb=w302-h302-l90-rj","","https://www.youtube.com/embed/du9u4fV38q4?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","","2019"
